S,Curvature,Collision_Distance,Pitch,Roll
237.645,0.00449917,2.45159,-0.302553,-1.37367
238.145,0.00589541,2.44765,0.00617879,-0.372968
238.645,0.00702244,2.54332,0.277692,3.4299
239.145,0.00759544,2.60588,-0.694283,-0.404573
239.646,0.00810063,2.49516,5.13902,-0.658365
240.146,0.0086064,2.43248,1.22378,-0.60339
240.646,0.00911272,2.34151,6.69232,0.336687
241.147,0.00961955,2.26007,-0.649598,-0.736002
241.647,0.0101268,2.25091,0.214555,6.51894
242.147,0.0106237,2.34898,-0.67376,2.91138
242.647,0.0104493,2.4256,0.0665729,0.490031
243.148,0.00921898,2.37642,-0.0605497,-0.0241581
243.648,0.00789565,2.32042,-9.64159,8.05751
244.148,0.00657227,2.26818,0.126966,-0.0963505
244.648,0.00524908,2.21545,0.623,-1.45508
245.149,0.00392616,2.272,1.45432,-3.91894
245.649,0.00260352,2.41062,3.85518,-0.305921
246.149,0.00128531,2.41337,4.34998,3.19303
246.65,0.00011509,2.35589,0.0838368,1.669
247.15,0.000872359,2.29844,0.332048,-2.73175
247.65,0.00184858,2.2948,0.315024,-3.18535
248.151,0.00282491,2.39558,-3.33789,-1.97796
248.651,0.00380136,2.49574,-2.81113,-0.213185
249.151,0.00477789,2.46405,-2.47895,1.98282
249.651,0.00575445,2.40297,-4.74416,0.011338
250.152,0.00668428,2.35382,-2.63905,0.344815
250.652,0.00655474,2.37565,-0.182678,1.98372
251.152,0.00537312,2.49514,0.323147,1.79788
251.652,0.00414638,2.544,0.197393,0.308716
252.153,0.00291978,2.47596,0.125213,1.08111
252.653,0.00169333,2.40598,-0.270671,2.74359
253.153,0.000466971,2.33803,-0.208377,4.76658
253.653,0.000759355,2.31005,1.03344,1.65274
254.154,0.00194738,2.39103,0.987554,0.0676423
254.654,0.0025192,2.49224,0.916021,1.87943
255.154,0.0025939,2.46301,-0.142989,1.09206
255.654,0.00265441,2.39566,-0.277763,-0.00876437
256.155,0.00271486,2.32896,-0.0835892,-0.850012
256.655,0.00277527,2.28041,1.64243,-0.164359
257.155,0.00283563,2.20728,1.89016,1.49554
257.655,0.00289594,2.16947,1.33956,-1.98924
258.156,0.0029884,2.25634,5.75584,-2.05171
258.656,0.00347659,2.38173,8.28249,-0.255532
259.156,0.00423071,2.13828,6.94338,2.30806
259.657,0.00498998,1.65918,-0.0721829,5.25759
260.157,0.00574951,1.16719,-0.0739905,6.74828
260.657,0.00650932,0.682282,-2.43831,4.41232
261.157,0.00726937,0.220075,-2.41637,-4.06515
261.658,0.00802959,0.387052,-4.01434,-5.8047
262.158,0.00865852,0.860601,-9.17169,11.1243
262.658,0.00799286,1.34053,-9.02423,16.3101
263.158,0.00659032,1.63377,-4.51602,0.715936
263.659,0.00517914,1.82891,-0.423203,-0.121721
